"","code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","id"
"10667","CCC","2014J",138861,"M","London Region","HE Qualification","10-20","0-35",0,90,"N","Distinction","CCC 2014J"
"10668","CCC","2014J",138997,"M","Scotland","A Level or Equivalent","60-70%","0-35",0,45,"N","Fail","CCC 2014J"
"10669","CCC","2014J",142092,"M","North Western Region","HE Qualification","20-30%","35-55",0,120,"N","Distinction","CCC 2014J"
"10670","CCC","2014J",144745,"F","London Region","HE Qualification","20-30%","0-35",0,30,"Y","Pass","CCC 2014J"
"10671","CCC","2014J",145114,"F","South West Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail","CCC 2014J"
"10672","CCC","2014J",145490,"M","London Region","Lower Than A Level","40-50%","35-55",0,180,"N","Fail","CCC 2014J"
"10673","CCC","2014J",145640,"M","East Anglian Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Distinction","CCC 2014J"
"10674","CCC","2014J",152626,"M","North Western Region","Lower Than A Level","0-10%","35-55",0,120,"N","Withdrawn","CCC 2014J"
"10675","CCC","2014J",153788,"M","North Western Region","No Formal quals","20-30%","0-35",1,60,"N","Withdrawn","CCC 2014J"
"10676","CCC","2014J",155298,"M","South Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass","CCC 2014J"
"10677","CCC","2014J",155956,"M","South West Region","Lower Than A Level","80-90%","35-55",0,60,"N","Fail","CCC 2014J"
"10678","CCC","2014J",157310,"F","Yorkshire Region","Lower Than A Level","40-50%","0-35",1,120,"N","Withdrawn","CCC 2014J"
"10679","CCC","2014J",160536,"F","South Region","Lower Than A Level","30-40%","0-35",0,180,"Y","Pass","CCC 2014J"
"10680","CCC","2014J",161781,"M","Scotland","A Level or Equivalent","60-70%","0-35",0,90,"N","Withdrawn","CCC 2014J"
"10681","CCC","2014J",163067,"F","South East Region","Lower Than A Level","40-50%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10682","CCC","2014J",164968,"M","Scotland","HE Qualification","90-100%","0-35",0,90,"N","Fail","CCC 2014J"
"10683","CCC","2014J",165647,"F","Scotland","A Level or Equivalent","30-40%","0-35",1,90,"N","Fail","CCC 2014J"
"10684","CCC","2014J",165733,"M","Scotland","A Level or Equivalent","20-30%","0-35",1,30,"Y","Withdrawn","CCC 2014J"
"10685","CCC","2014J",169297,"M","Scotland","A Level or Equivalent","80-90%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10686","CCC","2014J",170030,"M","Wales","HE Qualification","20-30%","0-35",0,60,"N","Pass","CCC 2014J"
"10687","CCC","2014J",171896,"F","South East Region","A Level or Equivalent","40-50%","0-35",1,60,"N","Withdrawn","CCC 2014J"
"10688","CCC","2014J",175638,"M","North Western Region","Lower Than A Level","0-10%","0-35",0,90,"N","Fail","CCC 2014J"
"10689","CCC","2014J",178072,"M","South East Region","A Level or Equivalent","0-10%","0-35",1,150,"N","Pass","CCC 2014J"
"10690","CCC","2014J",181861,"F","South East Region","Lower Than A Level","90-100%","35-55",0,60,"N","Pass","CCC 2014J"
"10691","CCC","2014J",182854,"M","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,80,"Y","Pass","CCC 2014J"
"10692","CCC","2014J",185057,"M","Ireland","HE Qualification","?","35-55",0,90,"N","Withdrawn","CCC 2014J"
"10693","CCC","2014J",185127,"M","London Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","CCC 2014J"
"10694","CCC","2014J",185451,"M","Ireland","A Level or Equivalent","80-90%","0-35",0,30,"N","Withdrawn","CCC 2014J"
"10695","CCC","2014J",188251,"M","North Region","Lower Than A Level","?","0-35",0,30,"Y","Fail","CCC 2014J"
"10696","CCC","2014J",188273,"F","East Anglian Region","A Level or Equivalent","10-20","0-35",0,60,"N","Pass","CCC 2014J"
"10697","CCC","2014J",188662,"M","Scotland","HE Qualification","80-90%","0-35",0,60,"N","Pass","CCC 2014J"
"10698","CCC","2014J",190780,"M","Scotland","HE Qualification","60-70%","0-35",0,120,"N","Withdrawn","CCC 2014J"
"10699","CCC","2014J",196189,"F","Scotland","HE Qualification","30-40%","0-35",0,60,"N","Pass","CCC 2014J"
"10700","CCC","2014J",199261,"M","Wales","HE Qualification","80-90%","35-55",0,60,"N","Withdrawn","CCC 2014J"
"10701","CCC","2014J",199361,"M","North Western Region","Lower Than A Level","40-50%","0-35",0,60,"N","Fail","CCC 2014J"
"10702","CCC","2014J",199760,"M","Scotland","HE Qualification","10-20","0-35",0,60,"N","Fail","CCC 2014J"
"10703","CCC","2014J",200372,"M","Scotland","HE Qualification","20-30%","35-55",1,120,"N","Withdrawn","CCC 2014J"
"10704","CCC","2014J",201425,"M","South East Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","CCC 2014J"
"10705","CCC","2014J",205218,"M","Scotland","Lower Than A Level","20-30%","35-55",0,50,"N","Withdrawn","CCC 2014J"
"10706","CCC","2014J",232072,"M","Wales","A Level or Equivalent","60-70%","0-35",0,60,"N","Fail","CCC 2014J"
"10707","CCC","2014J",233444,"M","London Region","Lower Than A Level","0-10%","0-35",1,60,"N","Withdrawn","CCC 2014J"
"10708","CCC","2014J",234957,"M","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10709","CCC","2014J",235121,"M","East Anglian Region","A Level or Equivalent","70-80%","0-35",0,115,"N","Withdrawn","CCC 2014J"
"10710","CCC","2014J",238255,"F","Scotland","HE Qualification","50-60%","0-35",0,30,"Y","Withdrawn","CCC 2014J"
"10711","CCC","2014J",240486,"M","South Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Fail","CCC 2014J"
"10712","CCC","2014J",242636,"M","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Fail","CCC 2014J"
"10713","CCC","2014J",242778,"M","Scotland","HE Qualification","90-100%","35-55",1,30,"N","Fail","CCC 2014J"
"10714","CCC","2014J",243358,"F","Scotland","A Level or Equivalent","40-50%","0-35",0,90,"N","Pass","CCC 2014J"
"10715","CCC","2014J",244738,"M","London Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Distinction","CCC 2014J"
"10716","CCC","2014J",245217,"M","East Midlands Region","A Level or Equivalent","50-60%","0-35",1,250,"N","Fail","CCC 2014J"
"10717","CCC","2014J",245600,"M","North Region","A Level or Equivalent","?","0-35",0,120,"N","Pass","CCC 2014J"
"10718","CCC","2014J",246829,"M","Yorkshire Region","A Level or Equivalent","20-30%","0-35",0,90,"N","Withdrawn","CCC 2014J"
"10719","CCC","2014J",247304,"F","East Anglian Region","HE Qualification","60-70%","0-35",0,60,"N","Fail","CCC 2014J"
"10720","CCC","2014J",248818,"M","South West Region","Lower Than A Level","60-70%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10721","CCC","2014J",253013,"F","East Midlands Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","CCC 2014J"
"10722","CCC","2014J",253496,"M","Wales","Lower Than A Level","0-10%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10723","CCC","2014J",256532,"M","South Region","A Level or Equivalent","50-60%","35-55",1,30,"N","Fail","CCC 2014J"
"10724","CCC","2014J",256680,"F","South Region","A Level or Equivalent","60-70%","0-35",0,60,"Y","Withdrawn","CCC 2014J"
"10725","CCC","2014J",256867,"M","Yorkshire Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","CCC 2014J"
"10726","CCC","2014J",257887,"M","Ireland","HE Qualification","?","0-35",0,60,"N","Pass","CCC 2014J"
"10727","CCC","2014J",258042,"F","South East Region","HE Qualification","60-70%","35-55",0,30,"N","Withdrawn","CCC 2014J"
"10728","CCC","2014J",259641,"M","North Region","A Level or Equivalent","?","35-55",0,120,"N","Pass","CCC 2014J"
"10729","CCC","2014J",260062,"M","Scotland","HE Qualification","90-100%","0-35",1,30,"N","Withdrawn","CCC 2014J"
"10730","CCC","2014J",261160,"F","Wales","Lower Than A Level","20-30%","35-55",0,150,"N","Withdrawn","CCC 2014J"
"10731","CCC","2014J",262385,"F","East Anglian Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass","CCC 2014J"
"10732","CCC","2014J",263150,"F","London Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10733","CCC","2014J",264151,"M","Scotland","A Level or Equivalent","50-60%","35-55",0,60,"N","Fail","CCC 2014J"
"10734","CCC","2014J",264715,"F","South Region","A Level or Equivalent","20-30%","35-55",0,60,"N","Pass","CCC 2014J"
"10735","CCC","2014J",264723,"M","East Midlands Region","Lower Than A Level","0-10%","0-35",0,90,"N","Withdrawn","CCC 2014J"
"10736","CCC","2014J",264845,"F","West Midlands Region","HE Qualification","60-70%","55<=",0,30,"N","Fail","CCC 2014J"
"10737","CCC","2014J",266097,"M","London Region","Lower Than A Level","40-50%","35-55",0,30,"N","Withdrawn","CCC 2014J"
"10738","CCC","2014J",266558,"M","Yorkshire Region","A Level or Equivalent","30-40%","0-35",1,30,"Y","Fail","CCC 2014J"
"10739","CCC","2014J",267619,"M","Yorkshire Region","Lower Than A Level","10-20","35-55",0,90,"N","Fail","CCC 2014J"
"10740","CCC","2014J",268018,"M","London Region","Lower Than A Level","40-50%","0-35",1,60,"N","Fail","CCC 2014J"
"10741","CCC","2014J",269388,"F","Scotland","HE Qualification","30-40%","0-35",0,90,"N","Fail","CCC 2014J"
"10742","CCC","2014J",271526,"M","South Region","HE Qualification","80-90%","35-55",0,60,"N","Withdrawn","CCC 2014J"
"10743","CCC","2014J",275297,"M","North Region","HE Qualification","?","0-35",0,120,"N","Distinction","CCC 2014J"
"10744","CCC","2014J",275711,"M","North Western Region","Lower Than A Level","10-20","0-35",0,80,"N","Fail","CCC 2014J"
"10745","CCC","2014J",275882,"M","South East Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Fail","CCC 2014J"
"10746","CCC","2014J",278413,"M","London Region","HE Qualification","0-10%","35-55",0,30,"N","Withdrawn","CCC 2014J"
"10747","CCC","2014J",278600,"M","North Western Region","A Level or Equivalent","60-70%","0-35",0,90,"N","Withdrawn","CCC 2014J"
"10748","CCC","2014J",279879,"F","Scotland","HE Qualification","70-80%","0-35",0,30,"N","Withdrawn","CCC 2014J"
"10749","CCC","2014J",279883,"M","East Midlands Region","A Level or Equivalent","0-10%","0-35",1,180,"N","Withdrawn","CCC 2014J"
"10750","CCC","2014J",283618,"M","West Midlands Region","Lower Than A Level","90-100%","35-55",0,30,"N","Withdrawn","CCC 2014J"
"10751","CCC","2014J",284095,"F","South West Region","HE Qualification","90-100%","0-35",0,120,"N","Distinction","CCC 2014J"
"10752","CCC","2014J",284741,"M","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,120,"N","Withdrawn","CCC 2014J"
"10753","CCC","2014J",285412,"M","North Region","Lower Than A Level","30-40%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10754","CCC","2014J",285637,"F","Yorkshire Region","A Level or Equivalent","10-20","0-35",0,30,"N","Withdrawn","CCC 2014J"
"10755","CCC","2014J",286658,"F","North Region","A Level or Equivalent","?","35-55",0,90,"N","Distinction","CCC 2014J"
"10756","CCC","2014J",287897,"F","East Midlands Region","Lower Than A Level","50-60%","0-35",0,120,"Y","Withdrawn","CCC 2014J"
"10757","CCC","2014J",289397,"M","South East Region","A Level or Equivalent","60-70%","0-35",1,60,"Y","Fail","CCC 2014J"
"10758","CCC","2014J",290043,"M","Scotland","A Level or Equivalent","50-60%","0-35",0,60,"N","Fail","CCC 2014J"
"10759","CCC","2014J",291156,"F","London Region","A Level or Equivalent","70-80%","0-35",0,90,"N","Withdrawn","CCC 2014J"
"10760","CCC","2014J",291674,"F","West Midlands Region","A Level or Equivalent","10-20","0-35",0,30,"N","Pass","CCC 2014J"
"10761","CCC","2014J",293162,"M","Scotland","A Level or Equivalent","70-80%","0-35",0,90,"N","Pass","CCC 2014J"
"10762","CCC","2014J",293321,"M","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,120,"N","Withdrawn","CCC 2014J"
"10763","CCC","2014J",293686,"M","South West Region","A Level or Equivalent","30-40%","0-35",0,30,"N","Pass","CCC 2014J"
"10764","CCC","2014J",294112,"M","Scotland","A Level or Equivalent","40-50%","0-35",0,150,"N","Fail","CCC 2014J"
"10765","CCC","2014J",296222,"M","South East Region","A Level or Equivalent","80-90%","0-35",0,90,"N","Withdrawn","CCC 2014J"
"10766","CCC","2014J",296725,"F","Scotland","Post Graduate Qualification","50-60%","0-35",0,210,"N","Fail","CCC 2014J"
"10767","CCC","2014J",297166,"F","London Region","Lower Than A Level","10-20","35-55",0,60,"N","Fail","CCC 2014J"
"10768","CCC","2014J",298777,"M","North Western Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Withdrawn","CCC 2014J"
"10769","CCC","2014J",300611,"M","North Western Region","HE Qualification","0-10%","0-35",1,30,"N","Pass","CCC 2014J"
"10770","CCC","2014J",301681,"F","North Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10771","CCC","2014J",303218,"M","Yorkshire Region","HE Qualification","40-50%","0-35",0,60,"N","Pass","CCC 2014J"
"10772","CCC","2014J",305036,"M","North Western Region","Lower Than A Level","50-60%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10773","CCC","2014J",306202,"M","London Region","A Level or Equivalent","0-10%","0-35",0,120,"N","Pass","CCC 2014J"
"10774","CCC","2014J",307297,"M","South East Region","HE Qualification","60-70%","0-35",0,45,"N","Withdrawn","CCC 2014J"
"10775","CCC","2014J",307789,"F","East Midlands Region","A Level or Equivalent","20-30%","0-35",0,120,"N","Withdrawn","CCC 2014J"
"10776","CCC","2014J",308953,"F","West Midlands Region","HE Qualification","20-30%","35-55",0,30,"N","Fail","CCC 2014J"
"10777","CCC","2014J",310280,"M","South West Region","Lower Than A Level","50-60%","0-35",1,60,"N","Fail","CCC 2014J"
"10778","CCC","2014J",310765,"M","Yorkshire Region","HE Qualification","40-50%","35-55",0,30,"N","Pass","CCC 2014J"
"10779","CCC","2014J",311332,"F","South West Region","Lower Than A Level","80-90%","35-55",0,30,"N","Fail","CCC 2014J"
"10780","CCC","2014J",311862,"M","West Midlands Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","CCC 2014J"
"10781","CCC","2014J",312061,"M","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Fail","CCC 2014J"
"10782","CCC","2014J",314555,"F","South Region","A Level or Equivalent","30-40%","0-35",1,120,"Y","Withdrawn","CCC 2014J"
"10783","CCC","2014J",314956,"M","South East Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","CCC 2014J"
"10784","CCC","2014J",316091,"M","South West Region","A Level or Equivalent","30-40%","0-35",0,30,"N","Pass","CCC 2014J"
"10785","CCC","2014J",316454,"F","North Western Region","Lower Than A Level","0-10%","0-35",0,120,"Y","Withdrawn","CCC 2014J"
"10786","CCC","2014J",317801,"M","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,30,"N","Fail","CCC 2014J"
"10787","CCC","2014J",319035,"M","Yorkshire Region","Lower Than A Level","0-10%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10788","CCC","2014J",319492,"M","East Anglian Region","Lower Than A Level","60-70%","0-35",0,110,"N","Withdrawn","CCC 2014J"
"10789","CCC","2014J",320153,"F","Yorkshire Region","Lower Than A Level","80-90%","0-35",1,30,"N","Withdrawn","CCC 2014J"
"10790","CCC","2014J",322499,"M","Scotland","A Level or Equivalent","90-100%","0-35",0,120,"N","Withdrawn","CCC 2014J"
"10791","CCC","2014J",322641,"M","East Anglian Region","Lower Than A Level","70-80%","0-35",0,60,"N","Pass","CCC 2014J"
"10792","CCC","2014J",322844,"M","Ireland","A Level or Equivalent","40-50%","0-35",0,30,"N","Withdrawn","CCC 2014J"
"10793","CCC","2014J",322907,"M","London Region","HE Qualification","30-40%","55<=",0,30,"N","Fail","CCC 2014J"
"10794","CCC","2014J",324338,"M","London Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Withdrawn","CCC 2014J"
"10795","CCC","2014J",324440,"F","London Region","Lower Than A Level","20-30%","0-35",0,90,"N","Withdrawn","CCC 2014J"
"10796","CCC","2014J",325497,"F","South West Region","A Level or Equivalent","20-30%","0-35",1,60,"N","Withdrawn","CCC 2014J"
"10797","CCC","2014J",325518,"M","West Midlands Region","Lower Than A Level","20-30%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10798","CCC","2014J",327057,"M","South East Region","HE Qualification","50-60%","0-35",0,100,"N","Pass","CCC 2014J"
"10799","CCC","2014J",328123,"M","West Midlands Region","Lower Than A Level","0-10%","0-35",0,60,"Y","Fail","CCC 2014J"
"10800","CCC","2014J",328674,"F","East Anglian Region","Lower Than A Level","60-70%","0-35",0,90,"N","Fail","CCC 2014J"
"10801","CCC","2014J",329455,"M","London Region","Post Graduate Qualification","20-30%","35-55",0,60,"N","Withdrawn","CCC 2014J"
"10802","CCC","2014J",330453,"M","South Region","Lower Than A Level","30-40%","35-55",0,60,"N","Pass","CCC 2014J"
"10803","CCC","2014J",330952,"M","North Western Region","Lower Than A Level","20-30%","35-55",0,270,"N","Withdrawn","CCC 2014J"
"10804","CCC","2014J",330966,"M","South Region","HE Qualification","90-100%","35-55",0,30,"N","Withdrawn","CCC 2014J"
"10805","CCC","2014J",331622,"M","East Midlands Region","Lower Than A Level","80-90%","0-35",0,150,"N","Withdrawn","CCC 2014J"
"10806","CCC","2014J",332436,"M","South Region","Lower Than A Level","70-80%","0-35",0,60,"N","Pass","CCC 2014J"
"10807","CCC","2014J",334154,"M","West Midlands Region","A Level or Equivalent","10-20","0-35",0,30,"N","Fail","CCC 2014J"
"10808","CCC","2014J",334225,"F","North Western Region","Lower Than A Level","0-10%","0-35",0,90,"N","Pass","CCC 2014J"
"10809","CCC","2014J",335401,"M","South Region","Lower Than A Level","20-30%","35-55",0,30,"N","Withdrawn","CCC 2014J"
"10810","CCC","2014J",335405,"M","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Distinction","CCC 2014J"
"10811","CCC","2014J",335914,"F","Ireland","A Level or Equivalent","20-30%","0-35",0,30,"N","Withdrawn","CCC 2014J"
"10812","CCC","2014J",336014,"M","Scotland","HE Qualification","80-90%","0-35",0,120,"N","Withdrawn","CCC 2014J"
"10813","CCC","2014J",336131,"M","East Midlands Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Distinction","CCC 2014J"
"10814","CCC","2014J",336695,"F","East Midlands Region","A Level or Equivalent","0-10%","0-35",1,60,"N","Pass","CCC 2014J"
"10815","CCC","2014J",336772,"M","South West Region","Lower Than A Level","80-90%","35-55",0,30,"N","Pass","CCC 2014J"
"10816","CCC","2014J",338731,"M","Yorkshire Region","Lower Than A Level","10-20","35-55",1,30,"N","Fail","CCC 2014J"
"10817","CCC","2014J",338983,"M","East Anglian Region","Lower Than A Level","20-30%","35-55",0,30,"N","Withdrawn","CCC 2014J"
"10818","CCC","2014J",339235,"M","West Midlands Region","HE Qualification","70-80%","0-35",0,90,"N","Distinction","CCC 2014J"
"10819","CCC","2014J",339824,"M","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,60,"Y","Withdrawn","CCC 2014J"
"10820","CCC","2014J",340010,"F","North Western Region","Lower Than A Level","40-50%","0-35",0,30,"N","Pass","CCC 2014J"
"10821","CCC","2014J",341361,"M","London Region","HE Qualification","10-20","35-55",0,60,"N","Withdrawn","CCC 2014J"
"10822","CCC","2014J",342799,"M","Wales","Lower Than A Level","0-10%","0-35",1,30,"Y","Pass","CCC 2014J"
"10823","CCC","2014J",344740,"M","London Region","Lower Than A Level","60-70%","35-55",0,90,"N","Withdrawn","CCC 2014J"
"10824","CCC","2014J",347809,"F","Scotland","HE Qualification","10-20","0-35",0,60,"N","Distinction","CCC 2014J"
"10825","CCC","2014J",348351,"M","East Midlands Region","Lower Than A Level","20-30%","0-35",0,60,"N","Fail","CCC 2014J"
"10826","CCC","2014J",348783,"M","North Western Region","A Level or Equivalent","50-60%","0-35",0,90,"N","Distinction","CCC 2014J"
"10827","CCC","2014J",348855,"M","Scotland","Post Graduate Qualification","20-30%","35-55",0,60,"N","Pass","CCC 2014J"
"10828","CCC","2014J",349093,"M","North Western Region","HE Qualification","90-100%","35-55",0,60,"N","Distinction","CCC 2014J"
"10829","CCC","2014J",350267,"F","South West Region","A Level or Equivalent","50-60%","0-35",0,130,"N","Withdrawn","CCC 2014J"
"10830","CCC","2014J",350929,"F","London Region","A Level or Equivalent","40-50%","0-35",0,60,"Y","Withdrawn","CCC 2014J"
"10831","CCC","2014J",351903,"M","North Western Region","HE Qualification","50-60%","0-35",0,30,"N","Withdrawn","CCC 2014J"
"10832","CCC","2014J",352637,"M","London Region","A Level or Equivalent","20-30%","35-55",0,120,"N","Distinction","CCC 2014J"
"10833","CCC","2014J",353660,"M","West Midlands Region","A Level or Equivalent","60-70%","35-55",1,60,"N","Withdrawn","CCC 2014J"
"10834","CCC","2014J",353804,"M","North Western Region","HE Qualification","30-40%","35-55",1,60,"N","Withdrawn","CCC 2014J"
"10835","CCC","2014J",354688,"F","London Region","Lower Than A Level","60-70%","0-35",0,60,"N","Pass","CCC 2014J"
"10836","CCC","2014J",355935,"F","Yorkshire Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","CCC 2014J"
"10837","CCC","2014J",356297,"M","Wales","Lower Than A Level","0-10%","35-55",0,60,"N","Fail","CCC 2014J"
"10838","CCC","2014J",356523,"M","West Midlands Region","Lower Than A Level","0-10%","0-35",1,30,"N","Fail","CCC 2014J"
"10839","CCC","2014J",357820,"M","North Region","A Level or Equivalent","10-20","0-35",0,120,"N","Withdrawn","CCC 2014J"
"10840","CCC","2014J",358075,"F","South West Region","A Level or Equivalent","80-90%","0-35",1,90,"N","Pass","CCC 2014J"
"10841","CCC","2014J",358578,"F","South Region","Lower Than A Level","30-40%","0-35",0,90,"N","Withdrawn","CCC 2014J"
"10842","CCC","2014J",359657,"M","North Western Region","No Formal quals","20-30%","0-35",0,120,"N","Withdrawn","CCC 2014J"
"10843","CCC","2014J",359958,"M","West Midlands Region","A Level or Equivalent","60-70%","55<=",0,60,"N","Pass","CCC 2014J"
"10844","CCC","2014J",360483,"M","Wales","Lower Than A Level","30-40%","0-35",0,90,"N","Withdrawn","CCC 2014J"
"10845","CCC","2014J",362140,"M","East Midlands Region","A Level or Equivalent","80-90%","0-35",0,90,"N","Pass","CCC 2014J"
"10846","CCC","2014J",362548,"M","Yorkshire Region","Lower Than A Level","10-20","0-35",0,30,"N","Fail","CCC 2014J"
"10847","CCC","2014J",364066,"M","London Region","Lower Than A Level","30-40%","0-35",0,150,"N","Withdrawn","CCC 2014J"
"10848","CCC","2014J",364103,"M","Scotland","A Level or Equivalent","50-60%","0-35",0,90,"N","Pass","CCC 2014J"
"10849","CCC","2014J",365661,"F","Wales","A Level or Equivalent","0-10%","35-55",0,30,"N","Pass","CCC 2014J"
"10850","CCC","2014J",365701,"F","South East Region","Lower Than A Level","20-30%","0-35",0,180,"N","Distinction","CCC 2014J"
"10851","CCC","2014J",366164,"F","East Midlands Region","A Level or Equivalent","10-20","0-35",0,30,"N","Withdrawn","CCC 2014J"
"10852","CCC","2014J",366367,"M","East Anglian Region","Lower Than A Level","60-70%","0-35",0,30,"N","Pass","CCC 2014J"
"10853","CCC","2014J",366873,"F","South Region","A Level or Equivalent","80-90%","35-55",0,120,"N","Fail","CCC 2014J"
"10854","CCC","2014J",367352,"M","North Western Region","HE Qualification","30-40%","0-35",0,60,"N","Fail","CCC 2014J"
"10855","CCC","2014J",367510,"M","London Region","A Level or Equivalent","20-30%","0-35",0,150,"Y","Withdrawn","CCC 2014J"
"10856","CCC","2014J",367815,"M","East Midlands Region","A Level or Equivalent","40-50%","0-35",0,120,"Y","Withdrawn","CCC 2014J"
"10857","CCC","2014J",368436,"M","East Midlands Region","Lower Than A Level","30-40%","35-55",0,30,"N","Pass","CCC 2014J"
"10858","CCC","2014J",369208,"M","East Midlands Region","Lower Than A Level","10-20","0-35",0,60,"N","Fail","CCC 2014J"
"10859","CCC","2014J",369242,"M","South East Region","A Level or Equivalent","40-50%","0-35",0,150,"N","Withdrawn","CCC 2014J"
"10860","CCC","2014J",369610,"M","South East Region","HE Qualification","90-100%","35-55",0,90,"N","Pass","CCC 2014J"
"10861","CCC","2014J",370512,"M","South West Region","A Level or Equivalent","70-80%","35-55",0,30,"N","Pass","CCC 2014J"
"10862","CCC","2014J",370839,"F","North Western Region","Lower Than A Level","0-10%","0-35",0,120,"Y","Withdrawn","CCC 2014J"
"10863","CCC","2014J",371429,"F","North Western Region","HE Qualification","80-90%","35-55",0,60,"N","Withdrawn","CCC 2014J"
"10864","CCC","2014J",371439,"F","South West Region","A Level or Equivalent","30-40%","0-35",0,30,"N","Fail","CCC 2014J"
"10865","CCC","2014J",372234,"M","East Anglian Region","HE Qualification","60-70%","0-35",0,30,"N","Pass","CCC 2014J"
"10866","CCC","2014J",372577,"M","South Region","Lower Than A Level","20-30%","0-35",0,180,"N","Withdrawn","CCC 2014J"
"10867","CCC","2014J",378576,"F","East Anglian Region","Lower Than A Level","70-80%","35-55",0,30,"N","Withdrawn","CCC 2014J"
"10868","CCC","2014J",379042,"M","Wales","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","CCC 2014J"
"10869","CCC","2014J",379185,"F","East Anglian Region","Lower Than A Level","60-70%","35-55",0,60,"N","Fail","CCC 2014J"
"10870","CCC","2014J",379255,"M","East Midlands Region","A Level or Equivalent","0-10%","0-35",0,30,"N","Fail","CCC 2014J"
"10871","CCC","2014J",379265,"M","West Midlands Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Fail","CCC 2014J"
"10872","CCC","2014J",379406,"F","London Region","A Level or Equivalent","40-50%","0-35",1,90,"N","Pass","CCC 2014J"
"10873","CCC","2014J",382378,"M","Scotland","A Level or Equivalent","50-60%","0-35",1,120,"N","Withdrawn","CCC 2014J"
"10874","CCC","2014J",382857,"M","South West Region","Lower Than A Level","20-30%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10875","CCC","2014J",384106,"F","South Region","Lower Than A Level","30-40%","0-35",0,120,"N","Withdrawn","CCC 2014J"
"10876","CCC","2014J",385033,"M","Yorkshire Region","HE Qualification","80-90%","0-35",0,30,"N","Pass","CCC 2014J"
"10877","CCC","2014J",385980,"M","London Region","A Level or Equivalent","60-70%","0-35",1,60,"N","Withdrawn","CCC 2014J"
"10878","CCC","2014J",387944,"M","South East Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Fail","CCC 2014J"
"10879","CCC","2014J",387963,"M","Scotland","HE Qualification","80-90%","0-35",0,30,"N","Distinction","CCC 2014J"
"10880","CCC","2014J",389250,"M","West Midlands Region","A Level or Equivalent","10-20","0-35",0,90,"N","Fail","CCC 2014J"
"10881","CCC","2014J",389267,"M","North Western Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Withdrawn","CCC 2014J"
"10882","CCC","2014J",391059,"M","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Fail","CCC 2014J"
"10883","CCC","2014J",391466,"F","Ireland","A Level or Equivalent","0-10%","0-35",0,60,"N","Fail","CCC 2014J"
"10884","CCC","2014J",392890,"M","West Midlands Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Fail","CCC 2014J"
"10885","CCC","2014J",393094,"M","West Midlands Region","Lower Than A Level","20-30%","0-35",0,150,"N","Withdrawn","CCC 2014J"
"10886","CCC","2014J",393142,"F","Scotland","Post Graduate Qualification","90-100%","35-55",0,60,"N","Distinction","CCC 2014J"
