"","code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result.x","date_registration","module_presentation_length","count_date","sum_click_sum","frequency","avg_date_submission"
"6960","CCC","2014B",245217,"1","East Midlands Region",3,6,1,0,235,1,4,"-186",241,164,503,3.06707317073171,43.6
"6961","CCC","2014B",2454878,"0","South Region",2,5,1,0,90,2,2,"-253",241,148,551,3.72297297297297,52
"6962","CCC","2014B",245494,"1","Scotland",4,7,2,0,90,1,4,"-137",241,622,1971,3.16881028938907,18.5
"6963","CCC","2014B",2471283,"1","Scotland",5,10,2,0,30,1,3,"-21",241,349,980,2.8080229226361,104
"6964","CCC","2014B",2473058,"1","West Midlands Region",3,6,1,0,90,1,4,"-68",241,57,145,2.54385964912281,-8
"6965","CCC","2014B",247819,"1","South East Region",2,4,1,0,60,1,3,"-22",241,460,1540,3.34782608695652,99.4444444444444
"6966","CCC","2014B",2478799,"1","East Anglian Region",2,9,1,0,60,1,4,"-103",241,51,227,4.45098039215686,-15
"6967","CCC","2014B",2486769,"1","London Region",4,1,2,0,90,1,2,"-154",241,250,1108,4.432,-7
"6968","CCC","2014B",2488382,"0","Scotland",4,6,1,0,30,1,3,"-22",241,274,1133,4.13503649635036,99.4444444444444
"6969","CCC","2014B",2488713,"1","North Western Region",4,7,2,0,30,1,4,"-95",241,99,290,2.92929292929293,-8
"6970","CCC","2014B",2494507,"1","Scotland",4,9,1,0,30,1,3,"-52",241,212,664,3.13207547169811,98.7777777777778
"6971","CCC","2014B",2498388,"0","North Region",2,5,1,0,30,2,3,"-24",241,406,1100,2.70935960591133,91.875
"6972","CCC","2014B",2503063,"1","East Midlands Region",3,5,1,0,90,1,3,"-134",241,201,619,3.07960199004975,100.666666666667
"6973","CCC","2014B",251385,"0","East Anglian Region",3,9,1,0,60,1,1,"-93",241,858,3722,4.33799533799534,104
"6974","CCC","2014B",2513997,"1","London Region",4,6,3,0,60,1,2,"-1",241,140,274,1.95714285714286,77.4
"6975","CCC","2014B",2517778,"0","North Western Region",2,3,1,0,150,1,4,"-85",241,81,370,4.5679012345679,-8
"6976","CCC","2014B",2522932,"0","Scotland",4,3,1,0,150,1,4,"-151",241,636,1837,2.88836477987421,43.6
"6977","CCC","2014B",2526493,"0","Scotland",3,1,2,0,60,1,1,"-25",241,597,1640,2.74706867671692,98.3333333333333
"6978","CCC","2014B",2529663,"0","Wales",3,5,2,0,30,1,3,"-117",241,207,795,3.84057971014493,104
"6979","CCC","2014B",253859,"1","Scotland",3,10,1,0,30,1,1,"-45",241,538,1588,2.95167286245353,99.2222222222222
"6980","CCC","2014B",2545113,"1","North Western Region",3,8,2,0,30,1,3,"-122",241,1117,3520,3.15129811996419,99.5555555555556
"6981","CCC","2014B",2548877,"1","London Region",4,1,1,0,30,1,3,"-22",241,1400,4713,3.36642857142857,114.625
"6982","CCC","2014B",255310,"1","East Midlands Region",4,9,1,0,90,1,3,"-166",241,488,1957,4.01024590163934,99.2222222222222
"6983","CCC","2014B",2555596,"1","South Region",3,4,1,0,90,1,4,"-29",241,210,577,2.74761904761905,23.3333333333333
"6984","CCC","2014B",2556060,"1","London Region",2,7,2,0,30,1,1,"-12",241,1034,2823,2.73017408123791,97.7777777777778
"6985","CCC","2014B",2558365,"1","North Western Region",3,3,1,0,90,1,4,"-108",241,90,274,3.04444444444444,-15
"6986","CCC","2014B",2564333,"1","North Western Region",3,1,2,0,60,2,4,"-176",241,121,422,3.48760330578512,-8
"6987","CCC","2014B",2564711,"1","South West Region",3,5,1,0,60,2,1,"-251",241,448,1729,3.859375,94.6666666666667
"6988","CCC","2014B",2567038,"1","Scotland",3,10,1,0,60,1,3,"-15",241,356,1188,3.33707865168539,91.875
"6989","CCC","2014B",2569090,"1","South Region",3,10,2,0,60,1,4,"-29",241,120,424,3.53333333333333,-9
"6990","CCC","2014B",2569834,"0","East Anglian Region",3,9,2,0,60,1,4,"-29",241,70,319,4.55714285714286,-15
"6991","CCC","2014B",2577091,"1","Scotland",5,10,2,0,30,1,4,"-71",241,89,262,2.9438202247191,-8.66666666666667
"6992","CCC","2014B",2581603,"1","South Region",2,4,2,0,40,1,3,"-137",241,433,1771,4.09006928406466,101.555555555556
"6993","CCC","2014B",2588201,"1","South Region",2,4,1,0,60,1,3,"-80",241,424,1108,2.61320754716981,100.555555555556
"6994","CCC","2014B",2598913,"1","London Region",4,4,2,0,150,1,2,"-228",241,196,562,2.86734693877551,-8.66666666666667
"6995","CCC","2014B",2602235,"1","East Midlands Region",2,6,1,0,150,1,4,"-186",241,32,135,4.21875,-8
"6996","CCC","2014B",2602264,"1","London Region",5,5,2,0,120,1,1,"-22",241,261,706,2.70498084291188,111.875
"6997","CCC","2014B",2603195,"1","South West Region",3,7,1,0,60,1,3,"-80",241,156,555,3.55769230769231,101.875
"6998","CCC","2014B",2607849,"1","North Region",2,4,1,0,90,2,1,"-24",241,1166,3683,3.15866209262436,104.8
"6999","CCC","2014B",260949,"0","East Anglian Region",3,5,1,0,150,1,3,"-24",241,198,473,2.38888888888889,104.8
"7000","CCC","2014B",2609908,"1","Scotland",3,7,1,0,90,1,3,"-47",241,221,489,2.21266968325792,99.4444444444444
"7001","CCC","2014B",261265,"1","East Anglian Region",2,8,1,0,120,1,2,"-43",241,338,1672,4.94674556213018,99.4444444444444
"7002","CCC","2014B",2613331,"1","East Midlands Region",2,6,1,0,30,2,3,"-154",241,511,2087,4.08414872798434,104
"7003","CCC","2014B",2615849,"1","South Region",2,6,1,0,90,1,4,"-104",241,67,143,2.13432835820896,-15
"7004","CCC","2014B",261615,"1","Yorkshire Region",4,3,1,0,60,1,3,"-29",241,1396,4396,3.14899713467049,102.333333333333
"7005","CCC","2014B",2616950,"1","North Region",3,5,1,0,60,1,3,"-136",241,230,800,3.47826086956522,99.3333333333333
"7006","CCC","2014B",2617635,"1","West Midlands Region",3,1,1,0,60,1,2,"-268",241,24,63,2.625,-8
"7007","CCC","2014B",2620636,"0","South Region",3,10,1,0,30,2,2,"-21",241,83,259,3.12048192771084,-2
"7008","CCC","2014B",2623263,"1","South Region",3,6,1,0,60,1,1,"-185",241,849,2867,3.37691401648999,112
"7009","CCC","2014B",262391,"0","Yorkshire Region",3,5,1,0,240,2,4,"-41",241,96,463,4.82291666666667,-12.5
"7010","CCC","2014B",2629436,"0","South Region",4,9,2,0,60,1,2,"-25",241,404,1491,3.69059405940594,-8.66666666666667
"7011","CCC","2014B",2631703,"1","South West Region",3,4,1,0,60,2,1,"-303",241,244,731,2.99590163934426,104
"7012","CCC","2014B",2639310,"1","East Anglian Region",3,7,1,0,90,1,3,"-24",241,658,1923,2.92249240121581,91.5
"7013","CCC","2014B",2641486,"1","North Region",2,3,2,0,30,1,3,"-45",241,173,440,2.54335260115607,101.375
"7014","CCC","2014B",264159,"1","South West Region",3,5,2,0,30,1,3,"-29",241,323,1375,4.25696594427245,97.8888888888889
"7015","CCC","2014B",2644404,"1","Scotland",5,6,1,0,30,1,3,"-23",241,237,882,3.72151898734177,99.5555555555556
"7016","CCC","2014B",2652523,"1","East Midlands Region",2,7,2,0,120,1,2,"-21",241,73,296,4.05479452054795,-9.5
"7017","CCC","2014B",2658268,"1","Yorkshire Region",4,6,2,0,30,1,2,"-34",241,188,580,3.08510638297872,-8
"7018","CCC","2014B",2659556,"1","East Anglian Region",2,5,2,0,30,1,2,"-128",241,123,444,3.60975609756098,62.5
"7019","CCC","2014B",266040,"1","East Anglian Region",3,3,1,0,60,1,4,"-52",241,159,469,2.94968553459119,-14
"7020","CCC","2014B",2661696,"1","North Western Region",3,7,2,0,60,1,4,"-130",241,56,129,2.30357142857143,-8
"7021","CCC","2014B",2665399,"0","South West Region",3,4,2,0,30,1,1,"6",241,631,2298,3.6418383518225,104
"7022","CCC","2014B",266558,"1","Yorkshire Region",3,4,1,0,90,2,4,"-222",241,127,583,4.59055118110236,-7.33333333333333
"7023","CCC","2014B",2668550,"0","East Midlands Region",3,4,2,0,90,1,2,"-107",241,82,419,5.10975609756098,40.3333333333333
"7024","CCC","2014B",266915,"1","North Western Region",2,7,2,0,60,1,4,"-166",241,18,146,8.11111111111111,-8
"7025","CCC","2014B",267118,"0","South West Region",2,4,1,0,90,2,4,"-65",241,64,123,1.921875,-23
"7026","CCC","2014B",2677969,"0","London Region",5,5,2,0,60,1,2,"-28",241,86,303,3.52325581395349,18
"7027","CCC","2014B",268018,"1","London Region",2,5,1,0,60,1,4,"-101",241,237,1334,5.62869198312236,24.5
"7028","CCC","2014B",2680742,"0","Scotland",2,4,1,0,30,2,3,"-51",241,258,659,2.55426356589147,104
"7029","CCC","2014B",2681198,"1","East Anglian Region",2,8,2,0,90,1,4,"-225",241,175,529,3.02285714285714,-7
"7030","CCC","2014B",2686578,"1","Scotland",3,7,1,0,90,1,1,"-23",241,674,2238,3.32047477744807,99.6666666666667
"7031","CCC","2014B",2692327,"1","North Region",3,5,2,0,60,1,1,"-25",241,809,2408,2.97651421508035,99.8888888888889
"7032","CCC","2014B",269676,"1","North Western Region",2,3,2,0,90,1,3,"-17",241,621,4470,7.19806763285024,125.6
"7033","CCC","2014B",2697181,"0","Scotland",4,7,1,0,40,1,3,"-186",241,641,1599,2.49453978159126,95.3333333333333
"7034","CCC","2014B",2698535,"1","Wales",2,6,1,0,60,1,4,"-156",241,190,786,4.13684210526316,55
"7035","CCC","2014B",278861,"1","Wales",3,5,1,0,60,1,4,"-305",241,1702,10301,6.05229142185664,76.875
"7036","CCC","2014B",279868,"0","Yorkshire Region",4,4,1,0,120,1,3,"-185",241,132,280,2.12121212121212,119.8
"7037","CCC","2014B",279883,"1","East Midlands Region",3,1,1,0,150,1,4,"-187",241,51,85,1.66666666666667,-15
"7038","CCC","2014B",281261,"1","Ireland",4,9,1,0,30,1,4,"-34",241,161,569,3.53416149068323,-15
"7039","CCC","2014B",281801,"1","Wales",5,9,2,0,30,1,1,"-138",241,446,1969,4.41479820627803,100.111111111111
"7040","CCC","2014B",282193,"1","North Western Region",1,3,1,0,30,1,3,"-29",241,1211,7920,6.54004954582989,83.3333333333333
"7041","CCC","2014B",283798,"1","London Region",2,5,2,0,60,1,3,"-22",241,206,898,4.35922330097087,107.428571428571
"7042","CCC","2014B",28418,"0","West Midlands Region",3,3,1,0,30,1,2,"-37",241,125,328,2.624,-2
"7043","CCC","2014B",284812,"1","Ireland",4,9,2,0,30,1,1,"-34",241,851,3365,3.95417156286722,98.1111111111111
"7044","CCC","2014B",285170,"1","London Region",3,5,2,0,60,1,3,"-17",241,553,11076,20.0289330922242,116.625
"7045","CCC","2014B",285475,"1","Yorkshire Region",4,4,1,0,160,1,3,"-29",241,314,1127,3.58917197452229,99.4444444444444
"7046","CCC","2014B",289009,"1","Yorkshire Region",4,5,2,0,150,1,3,"-68",241,227,622,2.74008810572687,99.4444444444444
"7047","CCC","2014B",290382,"1","London Region",2,5,1,0,60,1,4,"-177",241,51,158,3.09803921568627,-8
"7048","CCC","2014B",291805,"0","Wales",4,5,1,0,30,1,3,"-87",241,345,3609,10.4608695652174,132
"7049","CCC","2014B",295893,"1","East Midlands Region",3,5,1,0,60,2,4,"-85",241,111,541,4.87387387387387,-7.33333333333333
"7050","CCC","2014B",296411,"1","East Midlands Region",3,9,1,0,30,1,3,"-22",241,388,1225,3.15721649484536,98.7777777777778
"7051","CCC","2014B",29764,"1","East Anglian Region",3,6,1,0,90,1,1,"-34",241,660,2867,4.34393939393939,100
"7052","CCC","2014B",298040,"0","South Region",4,9,2,0,30,1,3,"-123",241,2519,10669,4.23541087733227,98.4444444444444
"7053","CCC","2014B",29820,"1","East Anglian Region",4,5,1,0,60,1,3,"-57",241,444,1027,2.31306306306306,99.4444444444444
"7054","CCC","2014B",300059,"1","South Region",3,5,1,0,180,2,3,"-24",241,108,293,2.71296296296296,96.25
"7055","CCC","2014B",300594,"1","East Midlands Region",3,8,1,0,60,2,4,"-201",241,101,293,2.9009900990099,-11
"7056","CCC","2014B",300611,"1","North Western Region",4,1,1,0,120,1,4,"-151",241,171,618,3.6140350877193,-2
"7057","CCC","2014B",301232,"1","South West Region",4,7,1,0,30,1,3,"-106",241,643,3094,4.81181959564541,100.222222222222
"7058","CCC","2014B",305876,"1","Scotland",4,6,1,0,120,2,2,"-25",241,112,622,5.55357142857143,24.5
"7059","CCC","2014B",308918,"0","London Region",4,3,2,0,135,1,2,"-36",241,72,267,3.70833333333333,-2
"7060","CCC","2014B",309118,"1","South Region",4,8,1,0,120,1,3,"-16",241,450,1199,2.66444444444444,99
"7061","CCC","2014B",310088,"1","Ireland",2,6,1,0,60,1,4,"-90",241,113,280,2.47787610619469,-2
"7062","CCC","2014B",311616,"1","South West Region",4,9,1,0,30,1,3,"-25",241,1032,2432,2.35658914728682,98.6666666666667
"7063","CCC","2014B",315322,"1","East Midlands Region",3,3,1,0,60,1,4,"-36",241,113,261,2.30973451327434,-8.66666666666667
"7064","CCC","2014B",315728,"1","North Region",4,4,1,0,30,1,3,"-101",241,566,1527,2.69787985865724,99.2222222222222
"7065","CCC","2014B",316227,"1","West Midlands Region",4,6,2,0,30,1,1,"-34",241,1906,6049,3.17366211962225,104.8
"7066","CCC","2014B",319042,"1","London Region",3,5,2,0,180,1,2,"-29",241,760,3952,5.2,84.3333333333333
"7067","CCC","2014B",320153,"0","Yorkshire Region",2,9,1,0,30,1,4,"-22",241,153,695,4.54248366013072,-6.33333333333333
"7068","CCC","2014B",324257,"1","London Region",3,1,1,0,60,1,2,"-34",241,138,465,3.3695652173913,112.142857142857
"7069","CCC","2014B",325497,"0","South West Region",3,3,1,0,150,1,4,"-264",241,214,522,2.4392523364486,-8.66666666666667
"7070","CCC","2014B",328261,"1","West Midlands Region",3,7,1,0,30,1,2,"-29",241,85,197,2.31764705882353,-22
"7071","CCC","2014B",329673,"1","North Region",2,5,2,0,60,1,3,"-164",241,955,3238,3.39057591623037,99.7777777777778
"7072","CCC","2014B",330862,"1","North Region",3,5,1,0,150,1,2,"-24",241,224,568,2.53571428571429,103.375
"7073","CCC","2014B",335553,"1","West Midlands Region",4,3,1,0,60,1,4,"-99",241,153,558,3.64705882352941,-9
"7074","CCC","2014B",335648,"0","South East Region",2,10,1,0,150,1,2,"-25",241,42,108,2.57142857142857,-8
"7075","CCC","2014B",336398,"1","North Western Region",3,3,2,0,60,1,1,"-29",241,553,1719,3.10849909584087,99.4444444444444
"7076","CCC","2014B",336695,"0","East Midlands Region",3,1,1,0,135,1,4,"-34",241,168,477,2.83928571428571,-8
"7077","CCC","2014B",338604,"1","Scotland",3,9,1,0,210,1,3,"-62",241,91,342,3.75824175824176,101.333333333333
"7078","CCC","2014B",338731,"1","Yorkshire Region",2,5,2,0,30,1,4,"-17",241,587,4732,8.06132879045997,24.5
"7079","CCC","2014B",342957,"1","Scotland",2,9,1,0,60,1,2,"-43",241,166,560,3.37349397590361,99.6666666666667
"7080","CCC","2014B",342974,"1","East Anglian Region",2,6,1,0,60,1,3,"-57",241,409,1737,4.24694376528117,99
"7081","CCC","2014B",344367,"1","North Region",2,4,1,0,90,1,2,"-29",241,120,345,2.875,19.25
"7082","CCC","2014B",344396,"0","Wales",3,6,1,0,30,1,2,"-20",241,56,169,3.01785714285714,-8
"7083","CCC","2014B",345256,"1","Scotland",4,8,1,0,30,1,3,"-34",241,847,3138,3.70484061393152,104.8
"7084","CCC","2014B",347764,"1","South East Region",2,1,1,0,90,1,2,"-79",241,29,85,2.93103448275862,-8
"7085","CCC","2014B",348050,"1","London Region",3,5,1,0,90,1,2,"-66",241,130,466,3.58461538461538,29.4
"7086","CCC","2014B",348159,"0","London Region",4,1,1,0,30,1,3,"-29",241,511,1486,2.90802348336595,98.8888888888889
"7087","CCC","2014B",349069,"1","South West Region",2,1,1,0,60,1,2,"-52",241,33,91,2.75757575757576,-8
"7088","CCC","2014B",351328,"0","North Region",2,1,1,0,60,1,4,"-87",241,445,2118,4.75955056179775,39.6
"7089","CCC","2014B",351577,"1","Scotland",3,6,1,0,90,1,3,"-218",241,391,959,2.45268542199489,94.2857142857143
"7090","CCC","2014B",351775,"0","Scotland",4,5,2,0,90,1,3,"-218",241,1274,5332,4.18524332810047,99
"7091","CCC","2014B",353804,"1","North Western Region",4,4,2,0,60,1,4,"-128",241,460,1852,4.02608695652174,40
"7092","CCC","2014B",354607,"0","Wales",2,3,2,0,120,1,3,"-24",241,286,730,2.55244755244755,80.5714285714286
"7093","CCC","2014B",355143,"1","North Western Region",3,8,2,0,30,1,2,"-78",241,204,484,2.37254901960784,-6
"7094","CCC","2014B",356274,"1","Scotland",3,5,1,0,90,1,2,"-155",241,25,58,2.32,-8
"7095","CCC","2014B",356523,"1","West Midlands Region",2,1,1,0,60,1,4,"-22",241,328,1210,3.6890243902439,18.25
"7096","CCC","2014B",357176,"1","South West Region",4,6,2,0,90,1,3,"-34",241,1406,4648,3.30583214793741,87.25
"7097","CCC","2014B",357851,"1","East Anglian Region",2,6,1,0,90,2,4,"-264",241,49,194,3.95918367346939,-8
"7098","CCC","2014B",357942,"0","East Anglian Region",2,6,1,0,70,1,4,"-24",241,344,1522,4.42441860465116,23
"7099","CCC","2014B",358075,"0","South West Region",3,9,1,0,60,1,4,"-135",241,103,322,3.12621359223301,20.5
"7100","CCC","2014B",359114,"0","Yorkshire Region",3,1,1,0,60,2,3,"-22",241,270,913,3.38148148148148,98.2222222222222
"7101","CCC","2014B",361410,"0","London Region",3,7,1,0,145,1,3,"-73",241,472,1201,2.54449152542373,91.5
"7102","CCC","2014B",362223,"0","South Region",3,7,1,0,60,1,3,"-25",241,347,1039,2.99423631123919,86
"7103","CCC","2014B",363374,"1","Wales",2,5,2,0,30,1,2,"-17",241,83,247,2.97590361445783,-8
"7104","CCC","2014B",363773,"0","South East Region",3,8,2,0,90,1,3,"-53",241,860,2699,3.13837209302326,99.6666666666667
"7105","CCC","2014B",363906,"1","North Western Region",4,1,2,0,30,1,2,"-22",241,316,1085,3.43354430379747,99.4444444444444
"7106","CCC","2014B",363939,"1","West Midlands Region",2,4,1,0,60,1,2,"-66",241,275,808,2.93818181818182,100.333333333333
"7107","CCC","2014B",365993,"1","South West Region",3,9,1,0,90,1,2,"-144",241,77,162,2.1038961038961,24.5
"7108","CCC","2014B",366310,"1","North Region",2,3,1,0,30,1,3,"-151",241,323,1160,3.59133126934985,133
"7109","CCC","2014B",366424,"0","South Region",4,3,1,0,135,1,4,"-122",241,60,224,3.73333333333333,-8
"7110","CCC","2014B",368876,"1","East Midlands Region",2,10,1,0,60,1,2,"-29",241,127,554,4.36220472440945,113.428571428571
"7111","CCC","2014B",370336,"1","East Midlands Region",2,4,1,0,150,1,2,"-233",241,39,174,4.46153846153846,-8
"7112","CCC","2014B",371526,"1","London Region",3,9,1,0,150,1,3,"-191",241,225,608,2.70222222222222,91.25
"7113","CCC","2014B",371901,"0","London Region",4,4,1,0,30,1,3,"-304",241,124,403,3.25,91.125
"7114","CCC","2014B",374028,"1","London Region",2,5,1,0,30,1,1,"-69",241,999,3676,3.67967967967968,99
"7115","CCC","2014B",374756,"1","South West Region",3,6,1,0,60,1,1,"-90",241,303,1206,3.98019801980198,84.3333333333333
"7116","CCC","2014B",376701,"1","South West Region",3,3,1,0,90,1,4,"-127",241,68,280,4.11764705882353,-8
"7117","CCC","2014B",378920,"1","West Midlands Region",2,3,1,0,60,1,3,"-157",241,619,2238,3.61550888529887,100.111111111111
"7118","CCC","2014B",379406,"0","London Region",3,5,1,0,90,1,4,"-1",241,356,997,2.80056179775281,-4
"7119","CCC","2014B",381240,"1","East Anglian Region",3,5,1,0,30,1,2,"-24",241,113,360,3.1858407079646,-2
"7120","CCC","2014B",381927,"0","North Western Region",3,5,1,0,30,1,1,"-40",241,304,899,2.95723684210526,99.2222222222222
"7121","CCC","2014B",383140,"1","West Midlands Region",3,6,1,0,30,1,3,"-72",241,187,562,3.00534759358289,100
"7122","CCC","2014B",383158,"1","Scotland",4,10,1,0,30,1,3,"-109",241,307,1491,4.85667752442997,99.7777777777778
"7123","CCC","2014B",383311,"1","North Region",3,7,1,0,60,1,2,"-29",241,18,60,3.33333333333333,-8
"7124","CCC","2014B",383347,"1","North Region",5,5,3,0,60,1,1,"-29",241,758,2753,3.63192612137203,98
"7125","CCC","2014B",383372,"0","Scotland",2,1,2,0,90,1,3,"-185",241,853,2409,2.82415005861665,100.444444444444
"7126","CCC","2014B",383971,"0","South Region",3,5,1,0,60,1,2,"-43",241,253,770,3.04347826086957,97.8571428571429
"7127","CCC","2014B",385120,"1","South West Region",2,1,2,0,90,1,4,"-123",241,272,722,2.65441176470588,90.8333333333333
"7128","CCC","2014B",385387,"0","North Region",4,5,1,0,90,1,1,"-43",241,1635,6059,3.70581039755352,99.2222222222222
"7129","CCC","2014B",386121,"1","London Region",2,1,1,0,90,1,4,"-92",241,74,236,3.18918918918919,-8
"7130","CCC","2014B",386189,"1","East Anglian Region",2,10,1,0,120,1,4,"-222",241,48,110,2.29166666666667,-15
"7131","CCC","2014B",387009,"0","Wales",3,5,1,0,60,1,3,"-81",241,448,1577,3.52008928571429,100.222222222222
"7132","CCC","2014B",388538,"1","East Anglian Region",4,8,1,0,30,1,3,"-29",241,851,3863,4.53936545240893,104
"7133","CCC","2014B",388708,"1","London Region",4,7,1,0,30,1,4,"-8",241,169,558,3.30177514792899,73.8
"7134","CCC","2014B",388750,"0","East Anglian Region",3,10,2,0,210,2,4,"-106",241,95,276,2.90526315789474,-2
"7135","CCC","2014B",391343,"1","West Midlands Region",2,3,1,0,150,1,2,"-20",241,101,306,3.02970297029703,40
"7136","CCC","2014B",391419,"1","South East Region",3,5,2,0,30,1,2,"-57",241,264,2275,8.61742424242424,96.2
"7137","CCC","2014B",392526,"0","East Anglian Region",3,4,2,0,30,1,3,"-29",241,514,1270,2.47081712062257,104.8
"7138","CCC","2014B",394311,"1","London Region",2,9,1,0,30,1,3,"-234",241,572,1503,2.62762237762238,90.25
"7139","CCC","2014B",394341,"1","South East Region",3,5,2,0,90,1,2,"-166",241,89,228,2.56179775280899,-8
"7140","CCC","2014B",396825,"1","Ireland",3,6,1,0,80,1,3,"-114",241,276,951,3.44565217391304,106.625
"7141","CCC","2014B",397506,"0","South Region",2,10,1,0,120,1,3,"-22",241,1054,3662,3.47438330170778,99.4444444444444
"7142","CCC","2014B",398487,"1","South East Region",3,6,1,0,30,1,2,"-75",241,374,1802,4.81818181818182,98.8888888888889
"7143","CCC","2014B",401296,"0","East Anglian Region",3,3,2,0,60,1,3,"-22",241,296,1339,4.52364864864865,102.777777777778
"7144","CCC","2014B",401903,"1","Wales",3,4,1,0,60,1,3,"-180",241,392,917,2.33928571428571,98
"7145","CCC","2014B",403085,"1","East Midlands Region",2,10,2,0,60,1,3,"-29",241,755,2488,3.2953642384106,101.555555555556
"7146","CCC","2014B",40604,"1","Ireland",3,5,2,0,30,1,3,"-17",241,197,465,2.36040609137056,87.5714285714286
"7147","CCC","2014B",406265,"1","Scotland",2,5,1,0,30,2,4,"-29",241,62,223,3.59677419354839,-8
"7148","CCC","2014B",406846,"1","South West Region",2,5,1,0,30,1,2,"-24",241,49,188,3.83673469387755,4
"7149","CCC","2014B",406908,"1","Yorkshire Region",2,4,1,0,90,1,2,"-22",241,267,802,3.00374531835206,43.8
"7150","CCC","2014B",406937,"0","South Region",2,10,2,0,60,1,4,"-54",241,60,287,4.78333333333333,-8
"7151","CCC","2014B",407453,"1","East Anglian Region",3,5,1,0,60,1,4,"-121",241,694,2029,2.92363112391931,-2
"7152","CCC","2014B",407818,"1","South Region",4,3,2,0,30,1,2,"-60",241,151,367,2.43046357615894,-8
"7153","CCC","2014B",408413,"1","Wales",3,4,1,0,60,1,2,"-46",241,252,839,3.32936507936508,45
"7154","CCC","2014B",409540,"1","North Western Region",4,4,1,0,30,1,4,"-36",241,64,288,4.5,-12.5
"7155","CCC","2014B",410203,"0","South Region",4,8,2,0,30,1,3,"-50",241,462,1749,3.78571428571429,129
"7156","CCC","2014B",410407,"1","South Region",4,10,2,0,30,1,1,"-92",241,1240,5647,4.55403225806452,104
"7157","CCC","2014B",410699,"1","Yorkshire Region",4,9,1,0,30,1,3,"-47",241,191,550,2.87958115183246,98.6666666666667
"7158","CCC","2014B",410886,"0","Scotland",3,10,1,0,90,1,4,"-52",241,82,433,5.28048780487805,-15.5
"7159","CCC","2014B",412258,"0","South East Region",3,8,1,0,40,1,1,"-24",241,948,2261,2.38502109704641,98.8888888888889
"7160","CCC","2014B",412268,"1","South Region",2,4,2,0,30,1,4,"-17",241,206,787,3.82038834951456,-8
"7161","CCC","2014B",412284,"1","East Midlands Region",3,9,1,0,150,2,2,"-22",241,300,851,2.83666666666667,117
"7162","CCC","2014B",413083,"1","Yorkshire Region",4,1,2,0,60,1,2,"-22",241,552,1065,1.92934782608696,112
"7163","CCC","2014B",416500,"1","South East Region",3,10,1,0,90,1,4,"-108",241,49,178,3.63265306122449,-15
"7164","CCC","2014B",416689,"0","Scotland",3,8,1,0,120,1,3,"-17",241,263,1126,4.28136882129278,104.8
"7165","CCC","2014B",416860,"0","East Midlands Region",3,3,1,0,60,1,4,"-24",241,166,446,2.68674698795181,39.6
"7166","CCC","2014B",417820,"1","London Region",3,10,1,0,60,1,3,"-113",241,119,384,3.22689075630252,97
"7167","CCC","2014B",418224,"0","Ireland",4,5,2,0,60,1,2,"-25",241,438,1860,4.24657534246575,104.8
"7168","CCC","2014B",418623,"1","South West Region",3,4,1,0,90,2,3,"-124",241,443,2529,5.70880361173815,115.375
"7169","CCC","2014B",418971,"1","East Midlands Region",2,5,1,0,60,1,4,"-22",241,177,520,2.93785310734463,-8
"7170","CCC","2014B",419233,"0","Wales",4,9,1,0,120,1,2,"-34",241,49,129,2.63265306122449,18.5
"7171","CCC","2014B",419536,"1","West Midlands Region",3,8,2,0,60,1,4,"-58",241,52,174,3.34615384615385,-8
"7172","CCC","2014B",420345,"1","East Midlands Region",2,1,1,0,60,1,3,"-45",241,238,649,2.72689075630252,79.8571428571429
"7173","CCC","2014B",420528,"1","Ireland",3,8,2,0,90,1,1,"-29",241,832,2229,2.67908653846154,100
"7174","CCC","2014B",420935,"1","South West Region",4,5,2,0,30,1,1,"-25",241,2002,8504,4.24775224775225,97.6666666666667
"7175","CCC","2014B",421209,"0","London Region",4,3,1,0,60,2,3,"-10",241,389,2055,5.2827763496144,115.875
"7176","CCC","2014B",421712,"1","North Western Region",3,1,1,0,90,1,4,"-128",241,86,293,3.40697674418605,-7.66666666666667
"7177","CCC","2014B",423879,"1","South Region",3,5,2,0,30,1,1,"-22",241,848,4641,5.47287735849057,104
"7178","CCC","2014B",424082,"1","Scotland",4,8,1,0,30,1,3,"-25",241,373,1272,3.41018766756032,99.1111111111111
"7179","CCC","2014B",424112,"0","Ireland",3,5,1,0,60,1,3,"-17",241,249,787,3.16064257028112,104.8
"7180","CCC","2014B",424950,"1","West Midlands Region",2,9,1,0,45,1,3,"-43",241,119,428,3.59663865546218,98.8888888888889
"7181","CCC","2014B",425287,"1","London Region",5,4,2,0,90,1,4,"-1",241,127,413,3.25196850393701,26.25
"7182","CCC","2014B",42638,"1","Scotland",4,10,2,0,60,1,3,"-52",241,1774,5659,3.18996617812852,99
"7183","CCC","2014B",426610,"0","Scotland",3,6,1,0,120,2,3,"-25",241,420,3132,7.45714285714286,95.4444444444444
"7184","CCC","2014B",426616,"0","Scotland",4,10,1,0,60,2,2,"-45",241,348,1367,3.92816091954023,117.375
"7185","CCC","2014B",429065,"1","Scotland",2,8,2,0,30,1,2,"-50",241,279,834,2.98924731182796,40
"7186","CCC","2014B",429185,"0","North Region",3,5,1,0,90,1,1,"-123",241,743,2452,3.30013458950202,100
